#	offload	others	kernel	total	program
1	0.00400935	4.02590403	1.04823757	5.07815095	MRI-Q
2	0.00143579	0.18201136	0.26813744	0.45518459	SPMV
3	0.00033633	0.39033686	0.09855294	0.48922613	BFS
4	7.17E-05	0.72535091	0.05816049	0.7835831	HOTSPOT
5	6.14E-06	4.06478397	1.69290263	5.75769275	LUD
6	8.875E-05	2.65967814	1.64359386	4.30336075	SRAD
